id,Sucursal,internal_id,is_local,caja,cuser,out_of_time,Creación de orden,Proceso de orden,Entrega de orden,Orden cancelada,Hora deseada,Usuario,Estatus,Tipo de pago,total,stars,review,coupon,Sub tipo de pago,pc_id,status_id,Id cajero,crname,pay_id,Usuario subsidio/Meal plan,Nómina,ceco,Platillos,Ingredientes,description
73000205,Burritos & Tortas Campus,206,0,1,Diego,,11:58:00 13-02-2025,12:08:00 13-02-2025,12:24:00 13-02-2025,,,,Entregada,Efectivo,168.44,4,,,,1,4,5089,,2,,,,Torta Cubana Estandar 5 $0.00,Jamón $0.00,
73000206,Burritos & Tortas Campus,207,0,0,Fernanda,,13:01:00 21-02-2025,13:08:00 21-02-2025,13:13:00 21-02-2025,,,,Entregada,Tarjeta,313.29,5,,,,2,4,5087,,2,,,,Torta de Milanesa Estandar 3 $0.00,Aguacate $0.00,
73000207,Burritos & Tortas Campus,208,0,0,Sofía,,21:50:00 04-02-2025,21:57:00 04-02-2025,22:13:00 04-02-2025,,,,Entregada,Efectivo,288.38,4,,,,1,4,5071,,3,,,,Burrito Norteño Estandar 2 $0.00,Frijoles $0.00,
73000208,Burritos & Tortas Campus,209,0,0,Miguel,,22:26:00 21-02-2025,22:30:00 21-02-2025,22:34:00 21-02-2025,,,,Entregada,Efectivo,197.34,5,,,,4,4,5085,,1,,,,Torta Cubana Estandar 2 $0.00,Jamón $0.00,
73000209,Burritos & Tortas Campus,210,0,1,Miguel,,11:18:00 08-02-2025,11:28:00 08-02-2025,11:43:00 08-02-2025,,,,Entregada,App,234.41,4,,,,1,4,5077,,2,,,,Gringa Pastor Estandar 1 $0.00,Piña $0.00,
73000210,Burritos & Tortas Campus,211,0,1,Miguel,,13:03:00 04-03-2025,13:07:00 04-03-2025,13:15:00 04-03-2025,,,,Entregada,Tarjeta,300.35,5,,,,4,4,5012,,2,,,,Burrito Norteño Estandar 3 $0.00,Frijoles $0.00,
73000211,Burritos & Tortas Campus,212,0,0,Miguel,,12:38:00 18-02-2025,12:44:00 18-02-2025,12:57:00 18-02-2025,,,,Entregada,App,117.76,4,,,,3,4,5003,,3,,,,Quesadilla Especial Estandar 3 $0.00,Queso Oaxaca $0.00,
73000212,Burritos & Tortas Campus,213,0,1,Sofía,,11:10:00 09-02-2025,11:18:00 09-02-2025,11:26:00 09-02-2025,,,,Entregada,Tarjeta,299.95,5,,,,3,4,5092,,1,,,,Torta Cubana Estandar 4 $0.00,Jamón $0.00,
73000213,Burritos & Tortas Campus,214,0,1,Sofía,,11:05:00 09-03-2025,11:09:00 09-03-2025,11:18:00 09-03-2025,,,,Entregada,Efectivo,169.16,4,,,,4,4,5030,,2,,,,Gringa Pastor Estandar 5 $0.00,Piña $0.00,
73000214,Burritos & Tortas Campus,215,0,0,Miguel,,10:15:00 01-02-2025,10:25:00 01-02-2025,10:39:00 01-02-2025,,,,Entregada,Tarjeta,243.66,5,,,,3,4,5099,,1,,,,Gringa Pastor Estandar 3 $0.00,Piña $0.00,
73000215,Burritos & Tortas Campus,216,0,1,Sofía,,18:19:00 12-03-2025,18:28:00 12-03-2025,18:33:00 12-03-2025,,,,Entregada,App,284.59,4,,,,4,4,5016,,3,,,,Quesadilla Especial Estandar 4 $0.00,Queso Oaxaca $0.00,
73000216,Burritos & Tortas Campus,217,0,0,Miguel,,17:18:00 04-03-2025,17:25:00 04-03-2025,17:40:00 04-03-2025,,,,Entregada,Efectivo,174.79,4,,,,1,4,5047,,3,,,,Burrito Norteño Estandar 2 $0.00,Frijoles $0.00,
73000217,Burritos & Tortas Campus,218,0,0,Miguel,,18:42:00 08-02-2025,18:50:00 08-02-2025,19:07:00 08-02-2025,,,,Entregada,Efectivo,75.0,5,,,,3,4,5032,,2,,,,Quesadilla Especial Estandar 5 $0.00,Queso Oaxaca $0.00,
73000218,Burritos & Tortas Campus,219,0,0,Fernanda,,13:29:00 11-02-2025,13:34:00 11-02-2025,13:48:00 11-02-2025,,,,Entregada,Tarjeta,294.55,3,,,,2,4,5091,,3,,,,Burrito Norteño Estandar 1 $0.00,Frijoles $0.00,
73000219,Burritos & Tortas Campus,220,0,1,Miguel,,19:17:00 13-02-2025,19:23:00 13-02-2025,19:27:00 13-02-2025,,,,Entregada,Tarjeta,95.82,5,,,,3,4,5032,,3,,,,Taco al Pastor Estandar 3 $0.00,Piña $0.00,
73000220,Burritos & Tortas Campus,221,0,1,Miguel,,19:47:00 01-03-2025,19:57:00 01-03-2025,20:14:00 01-03-2025,,,,Entregada,Efectivo,174.46,5,,,,3,4,5096,,1,,,,Taco de Bistec Estandar 3 $0.00,Cebolla $0.00,
73000221,Burritos & Tortas Campus,222,0,1,Miguel,,11:08:00 20-02-2025,11:12:00 20-02-2025,11:19:00 20-02-2025,,,,Entregada,Efectivo,189.4,3,,,,4,4,5034,,3,,,,Taco al Pastor Estandar 3 $0.00,Piña $0.00,
73000222,Burritos & Tortas Campus,223,0,0,Fernanda,,12:04:00 05-03-2025,12:12:00 05-03-2025,12:23:00 05-03-2025,,,,Entregada,Efectivo,181.11,5,,,,2,4,5057,,2,,,,Torta de Milanesa Estandar 2 $0.00,Aguacate $0.00,
73000223,Burritos & Tortas Campus,224,0,1,Diego,,15:59:00 21-02-2025,16:09:00 21-02-2025,16:20:00 21-02-2025,,,,Entregada,Efectivo,289.0,5,,,,3,4,5011,,2,,,,Quesadilla Especial Estandar 3 $0.00,Queso Oaxaca $0.00,
73000224,Burritos & Tortas Campus,225,0,1,Diego,,12:03:00 10-02-2025,12:07:00 10-02-2025,12:15:00 10-02-2025,,,,Entregada,App,200.71,3,,,,2,4,5001,,2,,,,Taco al Pastor Estandar 3 $0.00,Piña $0.00,
73000225,Burritos & Tortas Campus,226,0,0,Diego,,21:34:00 09-03-2025,21:39:00 09-03-2025,21:51:00 09-03-2025,,,,Entregada,Efectivo,111.76,5,,,,1,4,5042,,1,,,,Torta de Milanesa Estandar 5 $0.00,Aguacate $0.00,
73000226,Burritos & Tortas Campus,227,0,0,Diego,,19:43:00 16-03-2025,19:51:00 16-03-2025,20:01:00 16-03-2025,,,,Entregada,Efectivo,150.92,4,,,,1,4,5035,,2,,,,Burrito de Pollo Estandar 4 $0.00,Guacamole $0.00,
73000227,Burritos & Tortas Campus,228,0,0,Sofía,,18:59:00 19-02-2025,19:07:00 19-02-2025,19:18:00 19-02-2025,,,,Entregada,Tarjeta,263.56,4,,,,4,4,5086,,3,,,,Taco al Pastor Estandar 1 $0.00,Piña $0.00,
73000228,Burritos & Tortas Campus,229,0,0,Miguel,,13:44:00 16-02-2025,13:48:00 16-02-2025,14:05:00 16-02-2025,,,,Entregada,Tarjeta,211.16,3,,,,4,4,5001,,1,,,,Torta de Milanesa Estandar 5 $0.00,Aguacate $0.00,
73000229,Burritos & Tortas Campus,230,0,1,Diego,,19:56:00 26-02-2025,20:02:00 26-02-2025,20:13:00 26-02-2025,,,,Entregada,App,171.63,5,,,,4,4,5070,,1,,,,Taco al Pastor Estandar 1 $0.00,Piña $0.00,
73000230,Burritos & Tortas Campus,231,0,1,Sofía,,10:03:00 09-03-2025,10:10:00 09-03-2025,10:18:00 09-03-2025,,,,Entregada,Tarjeta,135.7,4,,,,3,4,5012,,2,,,,Quesadilla Especial Estandar 4 $0.00,Queso Oaxaca $0.00,
73000231,Burritos & Tortas Campus,232,0,1,Miguel,,19:57:00 16-02-2025,20:03:00 16-02-2025,20:18:00 16-02-2025,,,,Entregada,Tarjeta,135.15,5,,,,2,4,5036,,2,,,,Burrito Norteño Estandar 3 $0.00,Frijoles $0.00,
73000232,Burritos & Tortas Campus,233,0,0,Diego,,18:38:00 13-02-2025,18:41:00 13-02-2025,18:51:00 13-02-2025,,,,Entregada,App,279.14,3,,,,4,4,5009,,1,,,,Taco de Bistec Estandar 2 $0.00,Cebolla $0.00,
73000233,Burritos & Tortas Campus,234,0,1,Miguel,,20:23:00 05-02-2025,20:33:00 05-02-2025,20:42:00 05-02-2025,,,,Entregada,App,252.83,5,,,,2,4,5051,,3,,,,Gringa Pastor Estandar 3 $0.00,Piña $0.00,
73000234,Burritos & Tortas Campus,235,0,0,Sofía,,12:08:00 06-02-2025,12:15:00 06-02-2025,12:24:00 06-02-2025,,,,Entregada,App,293.98,3,,,,2,4,5041,,1,,,,Taco al Pastor Estandar 5 $0.00,Piña $0.00,
73000235,Burritos & Tortas Campus,236,0,1,Sofía,,22:33:00 07-02-2025,22:38:00 07-02-2025,22:56:00 07-02-2025,,,,Entregada,Efectivo,124.2,3,,,,2,4,5011,,1,,,,Torta Cubana Estandar 1 $0.00,Jamón $0.00,
73000236,Burritos & Tortas Campus,237,0,1,Fernanda,,15:00:00 20-02-2025,15:04:00 20-02-2025,15:19:00 20-02-2025,,,,Entregada,Tarjeta,283.97,5,,,,4,4,5056,,1,,,,Burrito Norteño Estandar 1 $0.00,Frijoles $0.00,
73000237,Burritos & Tortas Campus,238,0,0,Sofía,,21:23:00 16-02-2025,21:30:00 16-02-2025,21:43:00 16-02-2025,,,,Entregada,Efectivo,164.86,3,,,,1,4,5047,,2,,,,Taco de Bistec Estandar 5 $0.00,Cebolla $0.00,
73000238,Burritos & Tortas Campus,239,0,0,Fernanda,,20:38:00 11-03-2025,20:45:00 11-03-2025,20:55:00 11-03-2025,,,,Entregada,Tarjeta,161.35,4,,,,1,4,5072,,3,,,,Torta Cubana Estandar 5 $0.00,Jamón $0.00,
73000239,Burritos & Tortas Campus,240,0,0,Fernanda,,20:11:00 01-02-2025,20:14:00 01-02-2025,20:20:00 01-02-2025,,,,Entregada,Efectivo,134.06,3,,,,2,4,5062,,1,,,,Gringa Pastor Estandar 2 $0.00,Piña $0.00,
73000240,Burritos & Tortas Campus,241,0,0,Diego,,22:20:00 06-02-2025,22:26:00 06-02-2025,22:36:00 06-02-2025,,,,Entregada,App,251.41,4,,,,2,4,5044,,1,,,,Taco de Bistec Estandar 5 $0.00,Cebolla $0.00,
73000241,Burritos & Tortas Campus,242,0,1,Sofía,,22:58:00 12-02-2025,23:07:00 12-02-2025,23:18:00 12-02-2025,,,,Entregada,Tarjeta,246.59,4,,,,1,4,5073,,3,,,,Torta de Milanesa Estandar 5 $0.00,Aguacate $0.00,
73000242,Burritos & Tortas Campus,243,0,0,Fernanda,,18:32:00 10-03-2025,18:41:00 10-03-2025,18:46:00 10-03-2025,,,,Entregada,App,150.17,5,,,,2,4,5019,,2,,,,Taco de Bistec Estandar 5 $0.00,Cebolla $0.00,
73000243,Burritos & Tortas Campus,244,0,0,Diego,,11:49:00 17-02-2025,11:58:00 17-02-2025,12:04:00 17-02-2025,,,,Entregada,App,76.32,3,,,,4,4,5050,,1,,,,Torta Cubana Estandar 3 $0.00,Jamón $0.00,
73000244,Burritos & Tortas Campus,245,0,0,Sofía,,14:54:00 18-03-2025,15:01:00 18-03-2025,15:10:00 18-03-2025,,,,Entregada,App,217.94,4,,,,2,4,5071,,1,,,,Taco de Bistec Estandar 5 $0.00,Cebolla $0.00,
73000245,Burritos & Tortas Campus,246,0,1,Miguel,,10:10:00 15-02-2025,10:18:00 15-02-2025,10:28:00 15-02-2025,,,,Entregada,App,158.16,4,,,,3,4,5087,,3,,,,Taco de Bistec Estandar 3 $0.00,Cebolla $0.00,
73000246,Burritos & Tortas Campus,247,0,1,Diego,,16:44:00 19-03-2025,16:50:00 19-03-2025,16:57:00 19-03-2025,,,,Entregada,Efectivo,268.52,3,,,,2,4,5095,,2,,,,Torta Cubana Estandar 4 $0.00,Jamón $0.00,
73000247,Burritos & Tortas Campus,248,0,1,Diego,,18:35:00 19-03-2025,18:41:00 19-03-2025,18:49:00 19-03-2025,,,,Entregada,Efectivo,87.79,3,,,,3,4,5054,,2,,,,Burrito Norteño Estandar 3 $0.00,Frijoles $0.00,
73000248,Burritos & Tortas Campus,249,0,1,Sofía,,19:50:00 26-02-2025,19:54:00 26-02-2025,20:05:00 26-02-2025,,,,Entregada,Tarjeta,290.31,4,,,,2,4,5035,,1,,,,Taco al Pastor Estandar 1 $0.00,Piña $0.00,
73000249,Burritos & Tortas Campus,250,0,0,Diego,,16:10:00 19-03-2025,16:18:00 19-03-2025,16:29:00 19-03-2025,,,,Entregada,Efectivo,270.15,5,,,,1,4,5075,,1,,,,Quesadilla Especial Estandar 4 $0.00,Queso Oaxaca $0.00,
